Item Number,Item Name,Item Description,Attribute,Size,Regular Price,Department Name,Manufacturer,Qty 1
163,R3A-01,GOODYEAR EAGLE RS-A,SL,205/55R16,55.992,AUTO TIRES,GOODYEAR,1
164,R3A-02,WATERFALL ECO DYNAMIC,XL,205/55R16,43.872,AUTO TIRES,WATERFALL,1
165,R3A-03,GOODYEAR EAGLE LS,SL,205/55R16,68.744,AUTO TIRES,GOODYEAR,1
166,R3A-04,SUPERMAX TM-1,SL,205/60R16,43.168,AUTO TIRES,SUPERMAX,1
167,R3A-05,SUPERMAX TM-1,SL,205/55R16,39.968,AUTO TIRES,SUPERMAX,1
168,R3A-06,DUNLOP SP SPORT 7000 A/S,SL,195/55R16,127.192,AUTO TIRES,DUNLOP,1
169,R3A-07,GOODYEAR EAGLE LS,SL,205/55R16,68.744,AUTO TIRES,GOODYEAR,1
170,R3A-08,SUPERMAX TM-1,SL,225/60R16,47.168,AUTO TIRES,SUPERMAX,1
171,R3A-09,SUPERMAX TM-1,SL,225/60R16,47.168,AUTO TIRES,SUPERMAX,0
172,R3A-10,SUPERMAX TM-1,SL,205/60R16,43.168,AUTO TIRES,SUPERMAX,1
173,R3A-11,SUPERMAX TM-1,SL,205/60R16,43.168,AUTO TIRES,SUPERMAX,1
174,R3A-12,NEXEN ARIA AH7,SL,225/60R16,80.784,AUTO TIRES,NEXEN,1
175,R3A-13,SUPERMAX TM-1,SL,205/60R16,43.168,AUTO TIRES,SUPERMAX,1
176,R3A-14,SUPERMAX TM-1,SL,205/60R16,43.168,AUTO TIRES,SUPERMAX,1
177,R3A-15,SUPERMAX TM-1,SL,205/60R16,43.168,AUTO TIRES,SUPERMAX,1
178,R3A-16,MILESTAR MS932 SPORT,SL,205/55R16,41.568,AUTO TIRES,MILESTAR,1
179,R3A-17,SUPERMAX TM-1,SL,205/60R16,43.168,AUTO TIRES,SUPERMAX,1
180,R3A-18,SUPERMAX TM-1,SL,205/60R16,43.168,AUTO TIRES,SUPERMAX,1
181,R03A-19,SUPERMAX TM-1,SL,215/45R17,43.968,AUTO TIRES,SUPERMAX,1
182,R3A-20,SUPERMAX TM-1,SL,205/60R16,43.168,AUTO TIRES,SUPERMAX,1
183,R3A-21,MASTERCRAFT GLACIER-GRIP II,SL,205/65R16,34.752,AUTO TIRES,MASTERCRAFT,1
184,R03A-22,SOLAR 4XS+,SL,205/70R15,37.304,AUTO TIRES,SOLAR,1
185,R3A-23,ANTARES COMFORT A5,SL,215/70R16,59.176,AUTO TIRES,ANTARES,1
186,R3A-24,NEXEN N'PRIZ AH8,SL,205/70R16,77.584,AUTO TIRES,NEXEN,1
187,R03A-25,SUPERMAX TM-1,SL,215/65R16,44.656,AUTO TIRES,SUPERMAX,1
188,R3A-26,GOODYEAR EAGLE LS2,SL,205/70R16,97.592,AUTO TIRES,GOODYEAR,1
189,R03B-01,SUPERMAX TM-1,SL,235/65R16,56.768,AUTO TIRES,SUPERMAX,1
190,R3B-02,FUZION TOURING,SL,235/65R16,70.464,AUTO TIRES,FUZION,1
191,R3B-03,SUPERMAX TM-1,SL,225/60R16,47.168,AUTO TIRES,SUPERMAX,0
192,R3B-04,SUPERMAX TM-1,SL,225/60R16,47.168,AUTO TIRES,SUPERMAX,0
193,R3B-05,SUPERMAX TM-1,SL,225/60R16,47.168,AUTO TIRES,SUPERMAX,0
194,R3B-06,SENTURY TOURING,SL,215/60R16,42.648,AUTO TIRES,SENTURY,1
195,R03B-07,MASTERCRAFT COURSER HXT,E,225/75R16,106.272,AUTO TIRES,MASTERCRAFT,1
196,R3B-08,SUPERMAX TM-1,SL,215/65R16,44.656,AUTO TIRES,SUPERMAX,1
197,R3B-09,GOODYEAR WRANGLER ST,SL,225/75R16,85.592,AUTO TIRES,GOODYEAR,1
198,R3B-10,SUPERMAX TM-1,SL,225/70R16,57.568,AUTO TIRES,SUPERMAX,1
227,R3C-14,FIRESTONE TRANSFORCE AT2,E,225/75R16,137.336,AUTO TIRES,FIRESTONE,1
228,R3C-15,NEXEN ROADIAN HTX RH5,SL,235/75R16,94.384,AUTO TIRES,NEXEN,1
229,R3C-16,SUPERMAX TM-1,SL,225/60R16,47.168,AUTO TIRES,SUPERMAX,1
230,R03C-17,ATTURO TRAIL BLADE X/T,XL,275/45R20,143.968,AUTO TIRES,ATTURO,1
231,R3C-18,FIRESTONE TRANSFORCE HT,E,215/85R16,119.896,AUTO TIRES,FIRESTONE,1
232,R3C-19,FIRESTONE DESTINATION LE2,SL,235/70R16,80.776,AUTO TIRES,FIRESTONE,1
233,R3C-20,SUPERMAX TM-1,SL,225/70R16,57.568,AUTO TIRES,SUPERMAX,1
234,R3C-21,NEXEN ROADIAN CT8 HL,E,245/75R16,103.184,AUTO TIRES,NEXEN,1
235,R3C-22,SUPERMAX TM-1,SL,225/70R16,57.568,AUTO TIRES,SUPERMAX,1
236,R3C-23,MASTERCRAFT COURSER AXT,E,235/85R16,112.032,AUTO TIRES,MASTERCRAFT,1
237,R4A-01,LEMANS TOURING A/S II,SL,215/65R16,48.616,AUTO TIRES,LEMANS,1
238,R4A-02,ANTARES INGENS A1,SL,215/60R16,48,AUTO TIRES,ANTARES,1
239,R4A-03,BRIDGESTONE BLIZZAK WS80,SL,205/55R16,94.976,AUTO TIRES,BRIDGESTONE,1
240,R4A-04,SUPERMAX TM-1,SL,205/60R16,43.168,AUTO TIRES,SUPERMAX,1
241,R4A-05,ANTARES INGENS A1,XL,205/55R16,47.192,AUTO TIRES,ANTARES,1
242,R4A-06,MILESTAR MS932 SPORT,SL,205/55R16,41.568,AUTO TIRES,MILESTAR,1
243,R4A-07,SUPERMAX TM-1,SL,205/55R16,39.968,AUTO TIRES,SUPERMAX,1
244,R4A-08,SUPERMAX TM-1,SL,205/55R16,39.968,AUTO TIRES,SUPERMAX,1
245,R4A-09,VOGUE TYRE WIDE TRAC TOURING II,SL,225/60R16,183.08,AUTO TIRES,VOGUE,1
246,R4A-10,MILESTAR MS932 SPORT,SL,205/55R16,41.568,AUTO TIRES,MILESTAR,1
247,R4A-11,SUPERMAX TM-1,SL,205/60R16,43.168,AUTO TIRES,SUPERMAX,1
248,R4A-12,SUPERMAX TM-1,SL,205/60R16,43.168,AUTO TIRES,SUPERMAX,1
249,R4A-13,SUPERMAX TM-1,SL,205/60R16,43.168,AUTO TIRES,SUPERMAX,1
250,R4A-14,SUPERMAX TM-1,SL,215/65R16,44.656,AUTO TIRES,SUPERMAX,1
251,R04A-15,COOPER COBRA RADIAL G/T,SL,235/60R15,39.192,AUTO TIRES,COOPER,1
252,R4A-16,MILESTAR MS932 SPORT,SL,205/55R16,41.568,AUTO TIRES,MILESTAR,1
253,R4A-17,SUPERMAX TM-1,SL,225/60R16,47.168,AUTO TIRES,SUPERMAX,1
254,R4A-18,MILESTAR MS932 SPORT,SL,205/55R16,41.568,AUTO TIRES,MILESTAR,1
255,R4A-19,SUPERMAX TM-1,SL,225/60R16,47.168,AUTO TIRES,SUPERMAX,1
256,R4A-20,RIKEN RAPTOR ZR A/S,SL,205/55ZR16,60,AUTO TIRES,RIKEN,1
257,R4A-21,COOPER CS5 ULTRA TOURING,SL,205/55R16,76.792,AUTO TIRES,COOPER,1
258,R4A-22,PIRELLI P4,SL,215/60R16,87.36,AUTO TIRES,PIRELLI,1
259,R4A-23,SUPERMAX TM-1,SL,205/60R16,43.168,AUTO TIRES,SUPERMAX,1
260,R4A-24,SUPERMAX TM-1,SL,205/60R16,43.168,AUTO TIRES,SUPERMAX,1
261,R04A-25,PIRELLI SCORPION ZERO ASIMMETRICO,XL,275/45R20,194.16,AUTO TIRES,PIRELLI,1
262,R4B-01,SUPERMAX TM-1,SL,215/65R16,44.656,AUTO TIRES,SUPERMAX,1
263,R4B-02,SUPERMAX TM-1,SL,225/70R16,57.568,AUTO TIRES,SUPERMAX,1
264,R4B-03,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
265,R04B-04,SUPERMAX TM-1,SL,215/65R16,44.656,AUTO TIRES,SUPERMAX,1
266,R4B-05,SUPERMAX TM-1,SL,225/60R16,47.168,AUTO TIRES,SUPERMAX,1
267,R4B-06,ANTARES SMT A7,SL,235/70R16,72.672,AUTO TIRES,ANTARES,1
268,R4B-07,ANTARES INGENS A1,SL,225/60R16,43.024,AUTO TIRES,ANTARES,1
269,R4B-08,SUPERMAX TM-1,SL,205/55R16,39.968,AUTO TIRES,SUPERMAX,1
270,R4B-09,SUPERMAX TM-1,SL,215/65R16,44.656,AUTO TIRES,SUPERMAX,1
271,R4B-10,SUPERMAX TM-1,SL,225/60R16,47.168,AUTO TIRES,SUPERMAX,1
272,R4B-11,SUPERMAX TM-1,SL,215/65R16,44.656,AUTO TIRES,SUPERMAX,1
273,R4B-12,NANKANG CONQUEROR A/T,SL,265/65R18,90.368,AUTO TIRES,NANKANG,1
274,R4B-13,KUMHO CRUGEN HT51,SL,225/70R16,71.192,AUTO TIRES,KUMHO,1
275,R4B-14,ANTARES INGENS A1,XL,225/55R16,61.52,AUTO TIRES,ANTARES,1
276,R4B-15,WESTLAKE RADIAL RP18,SL,205/60R16,40.664,AUTO TIRES,WESTLAKE,1
277,R4B-16,SUPERMAX TM-1,SL,215/65R16,44.656,AUTO TIRES,SUPERMAX,1
278,R4B-17,MASTERCRAFT COURSER MSR,SL,225/75R16,43.592,AUTO TIRES,MASTERCRAFT,1
279,R4B-18,FREEDOM HAULER DUTYMAX,F,225/75R15,116.792,TRAILER TIRES,FREEDOM,1
280,R4B-19,IRONMAN GR906,SL,205/70R15,47.192,AUTO TIRES,IRONMAN,1
281,R4B-20,SUPERMAX TM-1,SL,225/60R16,47.168,AUTO TIRES,SUPERMAX,1
282,R04B-21,SUPERMAX  TM-1,SL,235/65R17,63.472,AUTO TIRES,SUPERMAX,1
2200,R50A-11,MILESTAR MS932 SPORT,SL,175/65R14,33.568,AUTO TIRES,MILESTAR,1
2201,R50A-12,SUPERMAX TM-1,SL,205/70R15,45.568,AUTO TIRES,SUPERMAX,1
2202,R50A-13,SUPERMAX TM-1,SL,195/65R15,37.568,AUTO TIRES,SUPERMAX,1
2203,R50A-14,SUPERMAX TM-1,SL,215/60R15,44.768,AUTO TIRES,SUPERMAX,1
2204,R50A-15,SUPERMAX TM-1,SL,195/65R15,37.568,AUTO TIRES,SUPERMAX,1
2205,R50A-16,SUPERMAX TM-1,SL,195/65R15,37.568,AUTO TIRES,SUPERMAX,1
2206,R50A-17,WESTLAKE RADIAL RP18,SL,205/60R15,37.272,AUTO TIRES,WESTLAKE,1
2207,R50A-18,SUPERMAX TM-1,SL,195/65R15,37.568,AUTO TIRES,SUPERMAX,1
2208,R50A-19,SUPERMAX TM-1,SL,215/60R15,44.768,AUTO TIRES,SUPERMAX,1
2209,R50A-20,SUPERMAX TM-1,SL,195/65R15,37.568,AUTO TIRES,SUPERMAX,1
1410,R31B-24,RADAR DIMAX AS-8,XL,225/55R17,56.768,AUTO TIRES,RADAR,1
1411,R31B-25,KELLY EDGE A/S,SL,215/55R17,76.448,AUTO TIRES,KELLY,1
1412,R31B-26,GOODYEAR ASSURANCE WEATHERREADY,SL,225/55R17,146.392,AUTO TIRES,GOODYEAR,1
1413,R31B-27,SUPERMAX TM-1,SL,225/60R17,51.168,AUTO TIRES,SUPERMAX,1
1414,R31B-28,SUPERMAX TM-1,SL,185/70R14,38.368,AUTO TIRES,SUPERMAX,1
1415,R31B-29,LEXANI LXUHP-207,XL,215/55ZR17,55.992,AUTO TIRES,LEXANI,1
1416,R31B-30,GOODYEAR ASSURANCE CS FUEL MAX,SL,225/65R17,113.424,AUTO TIRES,GOODYEAR,1
1417,R31B-31,FALKEN WILDPEAK A/T AT3W,SL,215/65R17,117.816,AUTO TIRES,FALKEN,1
1418,R31B-32,SUPERMAX TM-1,SL,225/65R17,53.168,AUTO TIRES,SUPERMAX,1
1419,R31B-33,MICHELIN X-ICE,SL,215/65R17,110.368,AUTO TIRES,MICHELIN,1
1420,R31B-34,NANKANG SPORTNEX NS-25,XL,225/45R17,51.968,AUTO TIRES,NANKANG,1
1421,R31B-35,SUPERMAX TM-1,SL,225/65R17,53.168,AUTO TIRES,SUPERMAX,1
1422,R31B-36,BRIDGESTONE TURANZA SERENITY PLUS,SL,245/50R17,106.104,AUTO TIRES,BRIDGESTONE,1
1423,R31B-37,SUPERMAX TM-1,SL,245/45R18,57.568,AUTO TIRES,SUPERMAX,1
1424,R31B-38,GENERAL ALTIMAX RT43,SL,215/55R17,96.792,AUTO TIRES,GENERAL,1
1425,R31B-39,SUPERMAX TM-1,SL,235/60R18,63.168,AUTO TIRES,SUPERMAX,1
1426,R31B-40,WESTLAKE SU318 H/T,SL,225/60R17,54.368,AUTO TIRES,WESTLAKE,1
1427,R31B-41,SUPERMAX TM-1,SL,245/45R18,57.568,AUTO TIRES,SUPERMAX,1
1428,R31B-42,FIRESTONE WINTERFORCE 2,SL,225/55R17,109.576,AUTO TIRES,FIRESTONE,1
1429,R31B-43,SUPERMAX TM-1,SL,225/60R17,51.168,AUTO TIRES,SUPERMAX,1
1430,R31B-44,SUPERMAX TM-1,SL,225/60R17,51.168,AUTO TIRES,SUPERMAX,1
1431,R31B-45,SUPERMAX TM-1,SL,245/45R18,57.568,AUTO TIRES,SUPERMAX,1
1432,R31B-46,SUPERMAX TM-1,SL,225/60R17,51.168,AUTO TIRES,SUPERMAX,1
1433,R31B-47,SUPERMAX TM-1,SL,195/60R15,38.368,AUTO TIRES,SUPERMAX,1
1434,R31B-48,COOPER DISCOVERER TRUE NORTH,SL,235/65R17,123.992,AUTO TIRES,COOPER,1
1435,R31B-49,HANKOOK KINERGY ST,SL,235/65R17,83.544,AUTO TIRES,HANKOOK,1
1436,R31B-50,SUPERMAX TM-1,SL,225/60R17,51.168,AUTO TIRES,SUPERMAX,1
1437,R31C-01,KUMHO ROAD VENTURE AT51,SL,245/65R17,92,AUTO TIRES,KUMHO,1
1438,R31C-02,FIRESTONE DESTINATION A/T,SL,245/65R17,140.792,AUTO TIRES,FIRESTONE,1
1439,R31C-03,SUPERMAX TM-1,SL,225/60R17,51.168,AUTO TIRES,SUPERMAX,1
1440,R31C-04,TOYO M/T OPEN COUNTRY,F,35X12.50R20,343.824,AUTO TIRES,TOYO,1
1441,R31C-05,YOKOHAMA GEOLANDAR A/T G015,SL,255/75R17,139.192,AUTO TIRES,YOKOHAMA,1
1442,R31C-06,BRIDGESTONE TURANZA SERENITY PLUS,SL,245/50R17,106.104,AUTO TIRES,BRIDGESTONE,1
1443,R31C-07,BFGOODRICH ALL-TERRAIN T/A K02,E,305/65R17,255.992,AUTO TIRES,BFGOODRICH,1
1444,R31C-08,HANKOOK DYNAPRO MT,D,285/70R17,219.032,AUTO TIRES,HANKOOK,1
1445,R31C-09,DUNLOP GRANDTREK AT20,SL,265/70R17,87.376,AUTO TIRES,DUNLOP,1
1446,R31C-10,HANKOOK DYNAPRO MT,E,245/75R16,179.992,AUTO TIRES,HANKOOK,1
1447,R31C-11,BFGOODRICH MUD TERRAIN T/A,C,255/75R17,184.05,AUTO TIRES,BFGOODRICH,1
1448,R31C-12,VOGUE SIGNATURE V,XL,225/65R17,88,AUTO TIRES,VOGUE,1
1449,R31C-13,KUMHO ROAD VENTURE AT51,SL,265/70R17,95.2,AUTO TIRES,KUMHO,1
1450,R31C-14,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
1451,R31C-15,GENERAL GRABBER ATX,XL,225/75R16,93.592,AUTO TIRES,GENERAL,1
1452,R31C-16,DUNLOP SP SPORT 7000 A/S,SL,215/60R16,127.992,AUTO TIRES,DUNLOP,1
1453,R31C-17,YOKOHAMA GEOLANDAR A/T G015,SL,225/65R17,140.792,AUTO TIRES,YOKOHAMA,1
1454,R31C-18,PIRELLI WINTER SOTTOZERO3,XL,205/50R17,106.376,AUTO TIRES,PIRELLI,1
1455,R31C-19,SUPERMAX TM-1,SL,225/65R17,53.168,AUTO TIRES,SUPERMAX,1
1456,R31C-20,SUPERMAX TM-1,SL,225/65R17,53.168,AUTO TIRES,SUPERMAX,1
1457,R31C-21,DICK CEPEK EXTREME COUNTRY,C,33X12.50R15,167.192,AUTO TIRES,DICK CEPEK,1
1458,R31C-22,BRIDGESTONE DURAVIS M700,E,265/70R17,191.632,AUTO TIRES,BRIDGESTONE,1
1459,R31C-23,SUPERMAX TM-1,SL,225/60R17,51.168,AUTO TIRES,SUPERMAX,1
1460,R31C-24,YOKOHAMA GEOLANDAR A/T G015,SL,225/65R17,140.792,AUTO TIRES,YOKOHAMA,1
1461,R31C-25,FIRESTONE TRANSFORCE HT,E,245/75R17,148.08,AUTO TIRES,FIRESTONE,1
1462,R31C-26,SUPERMAX TM-1,SL,225/65R17,53.168,AUTO TIRES,SUPERMAX,1
1463,R31C-27,BRIDGESTONE BLIZZAK DM-V2,SL,265/70R17,132.792,AUTO TIRES,BRIDGESTONE,1
1464,R31C-28,HANKOOK DYNAPRO HT,SL,265/60R18,101.584,AUTO TIRES,HANKOOK,1
1465,R31C-29,MICKEY THOMPSON DEEGAN 38,D,37X12.50R17,289.592,AUTO TIRES,MICKEY THOMPSON,1
1466,R31C-30,GOODYEAR ASSURANCE ALL-SEASON,SL,215/65R17,85.584,AUTO TIRES,GOODYEAR,1
1467,R31C-31,TOYO EXTENSA A/S,SL,235/65R16,67.664,AUTO TIRES,TOYO,1
1468,R31C-32,BRIDGESTONE DUELER H/L 422,SL,245/65R17,155.06,AUTO TIRES,BRIDGESTONE,1
1469,R31C-33,SUPERMAX TM-1,SL,225/60R17,51.168,AUTO TIRES,SUPERMAX,1
1470,R31C-34,COOPER DISCOVERER A/T3,E,225/75R17,159.992,AUTO TIRES,COOPER,1
1471,R31C-35,SUPERMAX TM-1,SL,225/65R16,55.968,AUTO TIRES,SUPERMAX,1
1472,R31C-36,COOPER CS5 GRAND TOURING,SL,225/65R17,95.192,AUTO TIRES,COOPER,1
1473,R31C-37,SUPERMAX TM-1,SL,225/60R17,51.168,AUTO TIRES,SUPERMAX,1
1474,R31C-38,SUPERMAX TM-1,SL,235/65R18,60.768,AUTO TIRES,SUPERMAX,1
1475,R31C-39,STARFIRE SF-510,SL,245/65R17,106.552,AUTO TIRES,STARFIRE,1
1476,R31C-40,NITTO TERRA GRAPPLER G2,SL,285/70R17,152,AUTO TIRES,NITTO,1
1477,R31C-41,WESTLAKE SA-07,SL,235/55R17,51.98,AUTO TIRES,WESTLAKE,1
1478,R31C-42,SUPERMAX TM-1,SL,225/60R17,51.168,AUTO TIRES,SUPERMAX,1
1479,R31C-43,NANKANG CROSS SPORT SP-9,SL,225/65R17,54.368,AUTO TIRES,NANKANG,1
1480,R31C-44,FIRESTONE FR710,SL,235/60R17,88.792,AUTO TIRES,FIRESTONE,1
1481,R31C-45,BFGOODRICH ADVANTAGE T/A SPORT,SL,225/65R17,102.392,AUTO TIRES,BFGOODRICH,1
1482,R40A-01,SUPERMAX TM-1,SL,245/45R18,57.568,AUTO TIRES,SUPERMAX,1
1483,R40A-02,BRIDGESTONE BLIZZAK DM-V2,XL,235/60R18,145.512,AUTO TIRES,BRIDGESTONE,1
1484,R40A-03,NOKIAN TYRES HAKKAPELIITTA 8 SUV,XL,235/60R18,64,AUTO TIRES,NOKIAN,1
1485,R40A-04,FIRESTONE FIREHAWK AS,XL,235/40R18,140.792,AUTO TIRES,FIRESTONE,1
1486,R40A-05,ACHILLES ATR SPORT,XL,225/35ZR19,52,AUTO TIRES,ACHILLES,1
1487,R40A-06,NANKANG SPORTNEX NS-25,XL,245/40R18,57.568,AUTO TIRES,NANKANG,1
1488,R40A-07,MICKEY THOMPSON STREET COMP,SL,285/35R19,207.992,AUTO TIRES,MICKEY THOMPSON,1
1489,R40A-08,BRIDGESTONE TURANZA EL450,SL,225/50R18,173.568,AUTO TIRES,BRIDGESTONE,1
1490,R40A-09,WESTLAKE RADIAL RP18,SL,225/60R16,44.768,AUTO TIRES,WESTLAKE,1
1491,R40A-10,SOLAR 4XS+,SL,215/70R15,49.592,AUTO TIRES,SOLAR,1
1492,R40A-11,SUPERMAX TM-1,SL,245/45R18,57.568,AUTO TIRES,SUPERMAX,1
1493,R40A-12,GOODYEAR ASSURANCE WEATHERREADY,SL,225/45R18,132.784,AUTO TIRES,GOODYEAR,1
1494,R40A-13,BFGOODRICH G-FORCE SPORT COMP-2,SL,275/40ZR18,167.992,AUTO TIRES,BFGOODRICH,1
1495,R40A-14,GENERAL G-MAX AS-05,XL,225/40ZR18,93.592,AUTO TIRES,GENERAL,1
1496,R40A-15,NEXEN N'FERA SU1,XL,255/35ZR18,131.184,AUTO TIRES,NEXEN,1
1497,R40A-16,COOPER CS5 ULTRA TOURING,XL,235/55R18,122.392,AUTO TIRES,COOPER,1
1498,R40A-17,GENERAL G-MAX AS-05,XL,255/40ZR18,168.632,AUTO TIRES,GENERAL,1
1499,R40A-18,WESTLAKE SA-07,XL,225/40ZR18,45.58,AUTO TIRES,WESTLAKE,1
1500,R40A-19,GT RADIAL CHAMPIRO UHP AS,SL,225/45ZR18,76.152,AUTO TIRES,GT RADIAL,1
1501,R40A-20,DUNLOP WINTER MAXX 2,XL,225/45R18,166.272,AUTO TIRES,DUNLOP,1
1502,R40A-21,WESTLAKE SA-07,XL,225/40ZR18,45.58,AUTO TIRES,WESTLAKE,1
1503,R40A-22,BRIDGESTONE POTENZA RE050A,SL,215/40R18,290.392,AUTO TIRES,BRIDGESTONE,1
1504,R40A-23,SUPERMAX TM-1,SL,245/45R18,57.568,AUTO TIRES,SUPERMAX,1
1505,R40A-24,SUPERMAX TM-1,SL,245/45R18,57.568,AUTO TIRES,SUPERMAX,1
1506,R40A-25,DUNLOP WINTER MAXX 2,XL,225/45R18,166.272,AUTO TIRES,DUNLOP,1
1507,R40A-26,RADAR DIMAX R8+,XL,245/35ZR18,142.288,AUTO TIRES,RADAR,1
1508,R40A-27,GOODYEAR ULTRA GRIP WINTER,SL,235/55R18,133.008,AUTO TIRES,GOODYEAR,1
1509,R40A-28,SUPERMAX TM-1,SL,245/45R18,57.568,AUTO TIRES,SUPERMAX,1
1230,R30A-42,SUPERMAX TM-1,SL,225/65R16,55.968,AUTO TIRES,SUPERMAX,1
1231,R30A-43,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
1232,R30A-44,THUNDERER MACH IV R302,XL,235/40ZR18,52.776,AUTO TIRES,THUNDERER,1
1233,R30A-45,SUPERMAX TM-1,SL,205/55R16,39.968,AUTO TIRES,SUPERMAX,1
1234,R30A-46,MILESTAR MS932 SPORT,SL,205/55R16,41.568,AUTO TIRES,MILESTAR,1
1235,R30A-47,SUMIC GT60A,SL,215/60R16,65.944,AUTO TIRES,SUMIC,1
1236,R30A-48,ACHILLES ATR SPORT 2,XL,225/45ZR18,53.6,AUTO TIRES,ACHILLES,1
1237,R30A-49,ANTARES INGENS A1,SL,215/60R16,48,AUTO TIRES,ANTARES,1
1238,R30A-50,SUPERMAX TM-1,SL,215/45R17,43.968,AUTO TIRES,SUPERMAX,1
1239,R30A-51,SUPERMAX TM-1,SL,205/55R16,39.968,AUTO TIRES,SUPERMAX,1
283,R4B-22,SUPERMAX TM-1,SL,215/60R16,42.368,AUTO TIRES,SUPERMAX,1
284,R4B-23,SUPERMAX TM-1,SL,225/60R16,47.168,AUTO TIRES,SUPERMAX,1
285,R4B-24,SOLAR 4XS+,SL,195/65R15,36.984,AUTO TIRES,SOLAR,1
286,R4B-25,ANTARES INGENS A1,XL,205/45ZR16,49.696,AUTO TIRES,ANTARES,1
287,R4C-01,KELLY EDGE HT,SL,265/70R16,110.384,AUTO TIRES,KELLY,1
288,R4C-02,VEE RUBBER TAIGA H/T,E,245/75R16,92.792,AUTO TIRES,VEE RUBBER,1
289,R4C-03,CARLISLE RADIAL TRAIL HD,E,235/80R16,73.568,TRAILER TIRES,CARLISLE,1
290,R4C-04,ANTARES INGENS A1,SL,215/60R16,48,AUTO TIRES,ANTARES,1
291,R4C-05,DEXTERO DHT2,SL,235/70R16,63.2,AUTO TIRES,DEXTERO,1
292,R4C-06,SUPERMAX TM-1,SL,225/55R17,50.368,AUTO TIRES,SUPERMAX,1
293,R4C-07,FIRESTONE DESTINATION LE2,SL,265/75R16,105.616,AUTO TIRES,FIRESTONE,1
294,R04C-08,MILESTAR GRANTLAND,SL,275/55R20,82.376,AUTO TIRES,MILESTAR,1
295,R4C-09,DOUGLAS ALL SEASON,SL,205/55R16,42.4,AUTO TIRES,DOUGLAS,1
296,R4C-10,DUNLOP GRANDTREK AT20,SL,245/75R16,95.168,AUTO TIRES,DUNLOP,1
297,R4C-11,LAUFENN X FIT HT,SL,245/75R16,79.984,AUTO TIRES,LAUFENN,1
298,R4C-12,GOODYEAR EAGLE LS,SL,205/55R16,68.744,AUTO TIRES,GOODYEAR,1
299,R4C-13,CARLISLE RADIAL TRAIL HD,E,235/85R16,86.392,TRAILER TIRES,CARLISLE,1
300,R4C-14,MAXAUTO WR-078,E,235/85R16,69.816,TRAILER TIRES,MAXAUTO,1
301,R4C-15,COOPER CS5 ULTRA TOURING,SL,215/60R16,79.992,AUTO TIRES,COOPER,1
302,R4C-16,HANKOOK DYNAPRO AT-M,E,235/80R17,141.56,AUTO TIRES,HANKOOK,1
303,R4C-17,DUNLOP GRANDTREK AT20,SL,245/75R16,95.168,AUTO TIRES,DUNLOP,1
304,R4C-18,HANKOOK DYNAPRO AT2,E,235/80R17,148.784,AUTO TIRES,HANKOOK,1
305,R04C-19,SUPERMAX TM-1,SL,185/65R15,38.368,AUTO TIRES,SUPERMAX,1
306,R4C-20,FREEDOM HAULER DUTYMAX,F,225/75R15,116.792,TRAILER TIRES,FREEDOM,1
307,R4C-21,STARFIRE RS-C 2.0,SL,205/60R16,50.168,AUTO TIRES,STARFIRE,1
308,R04C-22,MUDCLAW EXTREME MT,E,285/75R16,107.928,AUTO TIRES,MUDCLAW,1
309,R4C-23,GT RADIAL SAVERO HT2,SL,245/75R16,77.576,AUTO TIRES,GT RADIAL,1
310,R4C-24,HANKOOK DYNAPRO AT-M,SL,265/70R16,113.56,AUTO TIRES,HANKOOK,1
311,R5A-01,SUPERMAX TM-1,SL,215/45R17,43.968,AUTO TIRES,SUPERMAX,1
312,R5A-02,BRIDGESTONE POTENZA RE980AS,SL,215/55R17,105.592,AUTO TIRES,BRIDGESTONE,1
313,R5A-03,MILESTAR MS932 SPORT,XL,225/45R17,47.968,AUTO TIRES,MILESTAR,1
314,R5A-04,HANKOOK VENTUS V12 EVO2,XL,205/45ZR17,52.792,AUTO TIRES,HANKOOK,1
315,R5A-05,SUPERMAX TM-1,SL,215/65R16,44.656,AUTO TIRES,SUPERMAX,1
316,R5A-06,SUPERMAX TM-1,SL,215/45R17,43.968,AUTO TIRES,SUPERMAX,1
317,R5A-07,ANTARES INGENS A1,XL,225/50ZR17,58.184,AUTO TIRES,ANTARES,1
318,R5A-08,SUPERMAX TM-1,SL,225/45R17,45.568,AUTO TIRES,SUPERMAX,1
319,R5A-09,SUPERMAX TM-1,SL,225/45R17,45.568,AUTO TIRES,SUPERMAX,1
320,R5A-10,YOKOHAMA AVID S34,SL,205/60R16,106.552,AUTO TIRES,YOKOHAMA,1
321,R5A-11,MILESTAR MS932 SPORT,XL,235/45R17,53.568,AUTO TIRES,MILESTAR,1
322,R5A-12,SUMITOMO HTR A/S P02,SL,245/50R17,95.192,AUTO TIRES,SUMITOMO,1
323,R5A-13,SUPERMAX TM-1,SL,225/55R17,50.368,AUTO TIRES,SUPERMAX,1
324,R5A-14,ANTARES INGENS A1,SL,275/40ZR17,67.776,AUTO TIRES,ANTARES,1
